Name,Source,Type,Rarity,Power,Attune-Requirement,Attune,Cursed,Ibs,Use,Proficiency-Tools,Quality-1,Quality-2,Quality-3,No-of-Mat,Mat-Base-Price,Mat-Total-Cost,Labor-Cost,Enchant-Cost,Resale-Normal,Total-Cost,Description
+3 Warhammer,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Smiths-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
+3 Whip,DMG 213,Weapon,Very-Rare,Major,,FALSE,FALSE,,Permanent,Leatherworkers-Tools,Theurgic,,,8,"2,000","16,000","3,800",200,"10,000","20,000",You have a +3 bonus to attack and damage rolls made with this magic weapon.
Arrow of Slaying,DMG 152,Weapon,Very-Rare,Minor,,FALSE,FALSE,,Permanent,Woodcarvers-Tools,Special,,,7,"2,000","14,000","3,400",100,"8,750","17,500","An arrow of slaying is a magic weapon meant to slay a particular kind of creature. Some are more focused than others; for example, there are both arrows of dragon slaying and arrows of blue dragon slaying. If a creature belonging to the type, race, or group associated with an arrow of slaying takes damage from the arrow, the creature must make a DC 17 Constitution saving throw, taking an extra 6d10 piercing damage on a failed save, or half as much extra damage on a successful one. Once an arrow of slaying deals its extra damage to a creature, it becomes a nonmagical arrow. Other types of magic ammunition of this kind exist, such as bolts of slaying meant for a crossbow, though arrows are most common. "
Dancing Greatsword,DMG 161,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Tempest,,,8,"2,000","16,000","3,800",200,"10,000","20,000","You can use a bonus action to toss this magic sword into 
the air and speak the command word. When you do so, 
the sword begins to hover, flies up to 30 feet, and attacks 
one creature of your choice within 5 feet of it. The 
sword uses your attack roll and ability score modifier to 
damage rolls. 
While the sword hovers, you can use a bonus action to 
cause it to fly up to 30 feet to another spot within 30 feet 
of you. As part of the same bonus action, you can cause 
the sword to attack one creature within 5 feet of it. 
After the hovering sword attacks for the fourth time, it 
flies up to 30 feet and tries to return to your hand. If you 
have no hand free , it falls to the ground at your feet. If 
the sword has no unobstructed path to you, it moves as 
close to you as it can and then falls to the ground. It also 
ceases to hover if you grasp it or move more than 30 feet 
away from it."
Dancing Longsword,DMG 161,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Tempest,,,8,"2,000","16,000","3,800",200,"10,000","20,000","You can use a bonus action to toss this magic sword into 
the air and speak the command word. When you do so, 
the sword begins to hover, flies up to 30 feet, and attacks 
one creature of your choice within 5 feet of it. The 
sword uses your attack roll and ability score modifier to 
damage rolls. 
While the sword hovers, you can use a bonus action to 
cause it to fly up to 30 feet to another spot within 30 feet 
of you. As part of the same bonus action, you can cause 
the sword to attack one creature within 5 feet of it. 
After the hovering sword attacks for the fourth time, it 
flies up to 30 feet and tries to return to your hand. If you 
have no hand free , it falls to the ground at your feet. If 
the sword has no unobstructed path to you, it moves as 
close to you as it can and then falls to the ground. It also 
ceases to hover if you grasp it or move more than 30 feet 
away from it."
Dancing Rapier,DMG 161,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Tempest,,,8,"2,000","16,000","3,800",200,"10,000","20,000","You can use a bonus action to toss this magic sword into 
the air and speak the command word. When you do so, 
the sword begins to hover, flies up to 30 feet, and attacks 
one creature of your choice within 5 feet of it. The 
sword uses your attack roll and ability score modifier to 
damage rolls. 
While the sword hovers, you can use a bonus action to 
cause it to fly up to 30 feet to another spot within 30 feet 
of you. As part of the same bonus action, you can cause 
the sword to attack one creature within 5 feet of it. 
After the hovering sword attacks for the fourth time, it 
flies up to 30 feet and tries to return to your hand. If you 
have no hand free , it falls to the ground at your feet. If 
the sword has no unobstructed path to you, it moves as 
close to you as it can and then falls to the ground. It also 
ceases to hover if you grasp it or move more than 30 feet 
away from it."
Dancing Scimitar,DMG 161,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Tempest,,,8,"2,000","16,000","3,800",200,"10,000","20,000","You can use a bonus action to toss this magic sword into 
the air and speak the command word. When you do so, 
the sword begins to hover, flies up to 30 feet, and attacks 
one creature of your choice within 5 feet of it. The 
sword uses your attack roll and ability score modifier to 
damage rolls. 
While the sword hovers, you can use a bonus action to 
cause it to fly up to 30 feet to another spot within 30 feet 
of you. As part of the same bonus action, you can cause 
the sword to attack one creature within 5 feet of it. 
After the hovering sword attacks for the fourth time, it 
flies up to 30 feet and tries to return to your hand. If you 
have no hand free , it falls to the ground at your feet. If 
the sword has no unobstructed path to you, it moves as 
close to you as it can and then falls to the ground. It also 
ceases to hover if you grasp it or move more than 30 feet 
away from it."
Dancing Shortsword,DMG 161,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Tempest,,,8,"2,000","16,000","3,800",200,"10,000","20,000","You can use a bonus action to toss this magic sword into 
the air and speak the command word. When you do so, 
the sword begins to hover, flies up to 30 feet, and attacks 
one creature of your choice within 5 feet of it. The 
sword uses your attack roll and ability score modifier to 
damage rolls. 
While the sword hovers, you can use a bonus action to 
cause it to fly up to 30 feet to another spot within 30 feet 
of you. As part of the same bonus action, you can cause 
the sword to attack one creature within 5 feet of it. 
After the hovering sword attacks for the fourth time, it 
flies up to 30 feet and tries to return to your hand. If you 
have no hand free , it falls to the ground at your feet. If 
the sword has no unobstructed path to you, it moves as 
close to you as it can and then falls to the ground. It also 
ceases to hover if you grasp it or move more than 30 feet 
away from it."
Dwarven Thrower,DMG 167,Weapon,Very-Rare,Major,dwarf,TRUE,FALSE,2.00,Permanent,Smiths-Tools,Inert,Tempest,,8,"2,000","16,000","3,800",200,"10,000","20,000","You gain a +3 bonus to attack and damage rolls made with this magic weapon. It has the thrown property with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged attack using this weapon, it deals an extra 1d8 damage or, if the target is a giant, 2d8 damage. Immediately after the attack, the weapon flies back to your hand.

Proficiency with a warhammer allows you to add your proficiency bonus to the attack roll for any attack you make with it."
Frost Brand Greatsword,DMG 171,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Cold,,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.

In freezing temperatures, the blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.

When you draw this weapon, you can extinguish all non-magical flames within 30 feet of you. This property can be used no more than once per hour."
Frost Brand Longsword,DMG 171,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Cold,,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.

In freezing temperatures, the blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.

When you draw this weapon, you can extinguish all non-magical flames within 30 feet of you. This property can be used no more than once per hour."
Frost Brand Rapier,DMG 171,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Cold,,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.

In freezing temperatures, the blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.

When you draw this weapon, you can extinguish all non-magical flames within 30 feet of you. This property can be used no more than once per hour."
Frost Brand Scimitar,DMG 171,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Cold,,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.

In freezing temperatures, the blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.

When you draw this weapon, you can extinguish all non-magical flames within 30 feet of you. This property can be used no more than once per hour."
Frost Brand Shortsword,DMG 171,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Cold,,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you hit with an attack using this magic sword, the target takes an extra 1d6 cold damage. In addition, while you hold the sword, you have resistance to fire damage.

In freezing temperatures, the blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.

When you draw this weapon, you can extinguish all non-magical flames within 30 feet of you. This property can be used no more than once per hour."
Greatsword of Sharpness,DMG 206,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Forceful,Radiant,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target.

When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 14 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the targets limbs, with the effect of such loss determined by the GM. If the creature has no limb to sever, you lop off a portion of its body instead.

In addition, you can speak the swords command word to cause the blade to shed bright light in a 10-foot radius and dim light for an additional 10 feet. Speaking the command word again or sheathing the sword puts out the light."
Longsword of Sharpness,DMG 206,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Permanent,Smiths-Tools,Forceful,Radiant,,8,"2,000","16,000","3,800",200,"10,000","20,000","When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target.

When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 14 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the targets limbs, with the effect of such loss determined by the GM. If the creature has no limb to sever, you lop off a portion of its body instead.

In addition, you can speak the swords command word to cause the blade to shed bright light in a 10-foot radius and dim light for an additional 10 feet. Speaking the command word again or sheathing the sword puts out the light."
Nine Lives Stealer Greatsword,DMG 183,Weapon,Very-Rare,Major,none,TRUE,FALSE,,Limited,Smiths-Tools,Necrotic,,,4,"2,000","8,000","1,800",200,"5,000","10,000","You gain a +2 bonus to attack and damage rolls made with this magic weapon.

The sword has 1d8 + 1 charges. If you score a critical hit against a creature that has fewer than 100 hit points, it must succeed on a DC 15 Constitution saving throw or be slain instantly as the sword tears its life force from its body (a construct or an undead is immune). The sword loses 1 charge if the creature is slain. When the sword has no charges remaining, it loses this property."
